Gene_Name	pRDG
SCMH1	0.109028683
SCML1	0.06729637
SCML2	0.095036029
SCN10A	0.097048469
SCN1A	0.214085257
SCN1B	0.1582346
SCN2A	0.343757711
SCN2B	0.132858899
SCN3A	0.106048483
SCN3B	0.149281779
SCN4A	0.338158749
SCN4B	0.12747519
SCN5A	0.25781931
SCN7A	0.093970451
SCN8A	0.254510507
SCN9A	0.198943675
SCNM1	0.112709486
SCNN1A	0.290052021
SCNN1B	0.268846819
SCNN1D	0.140087479
SCNN1G	0.453474631
SCO1	0.144499419
SCO2	0.26338489
SCOC	0.112292193
SCP2	0.40063653
SCPEP1	0.148221106
SCRIB	0.134680885
SCRN1	0.078551796
SCRN2	0.097187585
SCRN3	0.097567849
SCRT2	0.161392143
SCTR	0.177176459
SCUBE1	0.104568071
SCUBE2	0.100752181
SCUBE3	0.091007121
SCYE1	0.159410372
SCYL1	0.147276613
SCYL1BP1	0.089480532
SCYL2	0.192989694
SCYL3	0.074965178
SDAD1	0.113499393
SDC1	0.512975111
SDC2	0.555150266
SDC3	0.318274977
SDC4	0.206852594
SDCBP	0.363758582
SDCBP2	0.179851169
SDCCAG3	0.103132527
SDCCAG8	0.115038251
SDF2	0.129590948
SDF2L1	0.124590966
SDF4	0.355025425
SDHB	0.63579784
SDHC	0.354258143
SDHD	0.616609557
SDK1	0.112279964
SDK2	0.120960434
SDPR	0.272281688
SDR16C5	0.080293039
SDR39U1	0.096946797
SDR42E1	0.073660266
SDR42E2	0.101755248
SDR9C7	0.093224589
SDS	0.387972483
SDSL	0.127683794
SEC11A	0.142298242
SEC11B	0.142298242
SEC11C	0.107137878
SEC13	0.177200657
SEC14L1	0.119773373
SEC14L2	0.126138669
SEC14L3	0.11968786
SEC14L4	0.100765184
SEC16A	0.125941698
SEC16B	0.094542113
SEC22A	0.107725895
SEC22C	0.082482979
SEC23A	0.168195054
SEC23B	0.151516714
SEC23IP	0.225520495
SEC24A	0.099697943
SEC24B	0.108843611
SEC24C	0.095294099
SEC24D	0.124130409
SEC31A	0.135889894
SEC31B	0.077625803
SEC61A1	0.400442993
SEC61A2	0.155881126
SEC61B	0.129717038
SEC62	0.122216704
SEC63	0.155881126
SECISBP2	0.090011918
SECTM1	0.078296845
SEDLP	0.3546789
SEH1L	0.13679608
SEL1L	0.185834337
SEL1L2	0.074403819
SELE	0.534963034
SELL	0.564321135
SELP	0.530178628
SELPLG	0.132491244
SEMA3A	0.413672596
SEMA3B	0.147103964
SEMA3C	0.18797724
SEMA3E	0.111655259
SEMA3F	0.148696074
SEMA3G	0.107904243
SEMA4A	0.127008232
SEMA4B	0.101137015
SEMA4C	0.156120799
SEMA4D	0.224003141
SEMA4F	0.094493964
SEMA4G	0.108947186
SEMA5A	0.106877889
SEMA5B	0.107256344
SEMA6A	0.469870743
SEMA6C	0.100443001
SEMA6D	0.157764174
SEMA7A	0.155793486
SEMG1	0.109967287
SEMG2	0.056549135
SENP1	0.13114955
SENP2	0.100143999
SENP3	0.108661651
SENP5	0.080149932
SENP6	0.082730576
SENP7	0.084679634
SENP8	0.131376266
SEPHS1	0.135884977
SEPN1	0.201884831
SEPSECS	0.155739576
SEPT1	0.121892608
SEPT10	0.11337564
SEPT11	0.129717038
SEPT12	0.10673948
SEPT14	0.090393477
SEPT2	0.202974773
SEPT3	0.111022461
SEPT4	0.205113128
SEPT5	0.278050471
SEPT6	0.145704404
SEPT7	0.261070453
SEPT8	0.120924776
SERAC1	0.09724536
SERBP1	0.179404105
SERF2	0.112629347
SERGEF	0.092460043
SERINC1	0.118095035
SERINC3	0.169454495
SERINC5	0.130369432
SERP1	0.163060049
SERPINA1	0.797793013
SERPINA10	0.144308271
SERPINA11	0.100247719
SERPINA12	0.121666202
SERPINA3	0.383767708
SERPINA4	0.239248864
SERPINA5	0.314010322
SERPINA6	0.212032141
SERPINA7	0.138185359
SERPINA9	0.094552377
SERPINB1	0.651535046
SERPINB10	0.109173945
SERPINB12	0.122411494
SERPINB13	0.127387675
SERPINB2	0.373796256
SERPINB3	0.318289303
SERPINB4	0.116791727
SERPINB5	0.403210459
SERPINB7	0.145263415
SERPINB8	0.487588586
SERPINB9	0.218472296
SERPINC1	0.564678065
SERPIND1	0.266762978
SERPINE1	0.86891846
SERPINE2	0.639444256
SERPINF2	0.534699165
SERPING1	0.214689715
SERPINH1	0.395970365
SERPINI1	0.231709135
SERPINI2	0.120869582
SERTAD1	0.11955525
SERTAD2	0.09606691
SERTAD3	0.146884377
SERTAD4	0.08823898
SESN1	0.133921349
SESN2	0.12065186
SESN3	0.111306942
SESTD1	0.111764508
SET	0.295777541
SETBP1	0.29962507
SETD1B	0.106200191
SETD2	0.389573358
SETD3	0.107156194
SETD4	0.099632684
SETD5	0.106746353
SETD7	0.155881126
SETD8	0.140032853
SETDB2	0.09226082
SETMAR	0.093002123
SETX	0.412804743
SEZ6	0.090300447
SEZ6L	0.113426559
SEZ6L2	0.103243265
SF1	0.086695027
SF3A1	0.121503668
SF3A2	0.137494261
SF3A3	0.089941943
SF3B1	0.230213311
SF3B2	0.17713955
SF3B3	0.202974773
SF3B4	0.112629347
SF3B5	0.112629347
SF4	0.138722343
SFI1	0.091069561
SFMBT1	0.114379177
SFMBT2	0.117414499
SFN	0.347191118
SFPQ	0.112523578
SFRP1	0.422072492
SFRP2	0.350086724
SFRP4	0.254046132
SFRP5	0.192157863
SFRS1	0.044724771
SFRS10	0.170502808
SFRS11	0.148962011
SFRS12	0.093961061
SFRS12IP1	0.098367778
SFRS14	0.098568164
SFRS15	0.104084362
SFRS16	0.147233451
SFRS17A	0.127834654
SFRS18	0.109586902
SFRS2	0.116013133
SFRS2IP	0.103847194
SFRS3	0.135884977
SFRS4	0.128590174
SFRS5	0.112629347
SFRS6	0.114487891
SFRS7	0.123788961
SFRS8	0.105081229
SFRS9	0.148962011
SFT2D1	0.06515374
SFTPA1	0.405252244
SFTPA1B	0.144755742
SFTPA2	0.137405432
SFTPA2B	0.143878509
SFTPB	0.235350474
SFTPC	0.234325673
SFTPD	0.255032261
SFXN1	0.155783464
SFXN2	0.102276969
SFXN3	0.088353373
SFXN4	0.063277573
SFXN5	0.113888815
SGCA	0.102993818
SGCB	0.116303709
SGCD	0.367765717
SGCE	0.231236248
SGCG	0.362646832
SGCZ	0.1010328
SGIP1	0.087044504
SGK1	0.577086728
SGK2	0.10831979
SGK3	0.129293293
SGMS1	0.387653719
SGMS2	0.132930598
SGOL1	0.077551886
SGOL2	0.096477668
SGPL1	0.432465377
SGPP1	0.138881106
SGPP2	0.12155206
SGSH	0.174834426
SGSM1	0.102829087
SGSM2	0.099059985
SGSM3	0.104862583
SGTA	0.249060512
SGTB	0.173944124
SH2B1	0.23508573
SH2B3	0.358157338
SH2D1A	0.452801864
SH2D1B	0.146845674
SH2D2A	0.11790731
SH2D3A	0.11754222
SH2D3C	0.122680962
SH2D4A	0.094500765
SH2D4B	0.101828949
SH2D5	0.109526324
SH3BGR	0.057341327
SH3BGRL	0.142298242
SH3BGRL3	0.088522532
SH3BP1	0.111390857
SH3BP2	0.151247158
SH3BP4	0.108647126
SH3BP5	0.27067073
SH3BP5L	0.110803288
SH3D19	0.135222433
SH3GL2	0.207675887
SH3GL3	0.108742047
SH3GLB1	0.131179363
SH3GLB2	0.107180643
SH3KBP1	0.141749692
SH3PXD2A	0.121298741
SH3PXD2B	0.105327375
SH3RF1	0.138055437
SH3RF2	0.09775264
SH3TC2	0.138772238
SH3YL1	0.188151176
SHANK1	0.103428148
SHANK3	0.111176278
SHARPIN	0.083360565
SHB	0.121137432
SHBG	0.081123942
SHC1	0.830020321
SHC2	0.245441417
SHC3	0.153348224
SHC4	0.12806694
SHCBP1	0.099577736
SHD	0.25284228
SHE	0.125693487
SHF	0.144113514
SHFM1	0.239842845
SHH	0.891430968
SHISA2	0.108937987
SHISA5	0.096107221
SHKBP1	0.113140704
SHMT1	0.388365245
SHMT2	0.394618908
SHOC2	0.24608745
SHOX2	0.129717038
SHPRH	0.10634116
SHROOM1	0.088734876
SHROOM2	0.138895869
SHROOM3	0.100291513
SHROOM4	0.082653582
SI	0.171549004
SIAE	0.194528742
SIAH2	0.202974773
SIDT1	0.120020808
SIGIRR	0.120861904
SIGLEC1	0.208252037
SIGLEC10	0.081251566
SIGLEC11	0.082732355
SIGLEC5	0.06874833
SIGLEC6	0.070991606
SIGLEC9	0.07947147
SIGMAR1	0.220858067
SIK1	0.208141955
SIK2	0.172104173
SIL1	0.50289129
SILV	0.318971639
SIM1	0.171458048
SIM2	0.247475174
SIN3A	0.371708102
SIN3B	0.117222406
SIP1	0.14380278
SIPA1	0.106680999
SIPA1L1	0.114416551
SIPA1L3	0.109639923
SIRPB1	0.094307901
SIRPB2	0.087065201
SIRPG	0.086423612
SIRT1	0.622428902
SIRT2	0.337036227
SIRT3	0.133882686
SIRT5	0.162467573
SIRT6	0.175266069
SIRT7	0.14089738
SIT1	0.099762804
SIVA1	0.156295983
SIX1	0.235212278
SIX2	0.162965196
SIX3	0.218373455
SIX4	0.122066938
SIX5	0.190781819
SIX6	0.12485986
SKAP1	0.106309837
SKAP2	0.262416384
SKI	0.152448509
SKIV2L2	0.156282769
SKP2	0.228253254
SLA	0.329337279
SLA2	0.234252696
SLAIN1	0.112468083
SLAIN2	0.109617461
SLAMF1	0.2462569
SLAMF6	0.111860372
SLAMF7	0.213940472
SLAMF8	0.105998441
SLAMF9	0.063540354
SLBP	0.079167886
SLC10A1	0.348349544
SLC10A2	0.320083772
SLC10A3	0.13229792
SLC10A6	0.104995557
SLC10A7	0.112034093
SLC11A1	0.338585607
SLC11A2	0.38199753
SLC12A1	0.104732098
SLC12A2	0.314526175
SLC12A3	0.27772754
SLC12A4	0.272413422
SLC12A5	0.152580161
SLC12A6	0.262217036
SLC12A9	0.158069543
SLC13A1	0.144984187
SLC13A3	0.173486864
SLC13A4	0.16063654
SLC13A5	0.120785032
SLC14A1	0.281179612
SLC14A2	0.17911622
SLC15A1	0.196475891
SLC15A2	0.170760194
SLC15A3	0.094409103
SLC15A4	0.094079031
SLC16A1	0.186127262
SLC16A10	0.10491823
SLC16A11	0.101690996
SLC16A12	0.121418537
SLC16A13	0.107003301
SLC16A14	0.10389124
SLC16A2	0.214703255
SLC16A3	0.10972094
SLC16A4	0.089139005
SLC16A6	0.115929769
SLC16A7	0.15427051
SLC16A8	0.099328399
SLC16A9	0.119866379
SLC17A1	0.136795518
SLC17A2	0.103918613
SLC17A3	0.09453108
SLC17A4	0.135422799
SLC17A5	0.25647304
SLC17A6	0.285950611
SLC17A7	0.249744491
SLC17A8	0.141997761
SLC18A1	0.205102928
SLC18A2	0.214188159
SLC19A2	0.159126942
SLC19A3	0.143414091
SLC1A1	0.366705526
SLC1A2	0.385338623
SLC1A3	0.539950684
SLC1A4	0.173180513
SLC1A5	0.235628803
SLC1A7	0.119571598
SLC20A1	0.170455249
SLC20A2	0.175878665
SLC22A1	0.204760292
SLC22A11	0.101139355
SLC22A12	0.140769859
SLC22A13	0.108209792
SLC22A14	0.062134778
SLC22A15	0.11257032
SLC22A16	0.152055362
SLC22A17	0.127798228
SLC22A23	0.110301329
SLC22A3	0.172952617
SLC22A4	0.101757802
SLC22A5	0.28558205
SLC22A6	0.190197246
SLC22A8	0.186636528
SLC23A1	0.148522495
SLC23A2	0.163060049
SLC23A3	0.112086705
SLC24A1	0.095370161
SLC24A2	0.110667865
SLC24A3	0.117302502
SLC24A4	0.149620909
SLC24A5	0.193731999
SLC25A1	0.321485335
SLC25A10	0.127216444
SLC25A11	0.318027203
SLC25A12	0.154274892
SLC25A13	0.452181174
SLC25A14	0.128874341
SLC25A16	0.126725048
SLC25A17	0.116318938
SLC25A19	0.178242129
SLC25A2	0.146062129
SLC25A20	0.228247472
SLC25A21	0.267394723
SLC25A22	0.121559138
SLC25A23	0.10569319
SLC25A24	0.113952934
SLC25A25	0.095944475
SLC25A26	0.090771064
SLC25A27	0.146883424
SLC25A28	0.148962011
SLC25A29	0.154069347
SLC25A3	0.226724179
SLC25A30	0.101926335
SLC25A31	0.125704582
SLC25A32	0.127836494
SLC25A33	0.087639551
SLC25A34	0.110651879
SLC25A36	0.107910982
SLC25A37	0.11320982
SLC25A38	0.116834899
SLC25A39	0.106749638
SLC25A4	0.413369372
SLC25A40	0.126126989
SLC25A41	0.107769835
SLC25A42	0.110442253
SLC25A44	0.112629347
SLC25A45	0.069568041
SLC25A46	0.107363606
SLC25A5	0.499221788
SLC25A6	0.439566359
SLC26A1	0.1733161
SLC26A10	0.100019984
SLC26A11	0.10947266
SLC26A2	0.19429972
SLC26A3	0.25112868
SLC26A4	0.438816695
SLC26A5	0.309839662
SLC26A6	0.244900351
SLC26A7	0.127225791
SLC26A8	0.106072259
SLC26A9	0.116514672
SLC27A1	0.249623346
SLC27A2	0.181450878
SLC27A3	0.1074777
SLC27A4	0.187232951
SLC27A5	0.149757877
SLC27A6	0.088706084
SLC28A1	0.170516613
SLC28A2	0.151428889
SLC28A3	0.116845708
SLC29A1	0.222089565
SLC29A2	0.170937949
SLC29A3	0.134829958
SLC29A4	0.129653069
SLC2A1	0.788618511
SLC2A10	0.179994099
SLC2A11	0.178958597
SLC2A12	0.137556309
SLC2A13	0.18971478
SLC2A14	0.127938264
SLC2A2	0.730534403
SLC2A3	0.149714058
SLC2A4	0.13952819
SLC2A4RG	0.213306432
SLC2A5	0.371278368
SLC2A6	0.119175489
SLC2A7	0.173456293
SLC2A8	0.194607982
SLC30A1	0.210123284
SLC30A10	0.124832617
SLC30A2	0.158793395
SLC30A3	0.158639357
SLC30A4	0.124708573
SLC30A5	0.131877297
SLC30A6	0.099687722
SLC30A7	0.122286851
SLC30A8	0.189509848
SLC30A9	0.134400922
SLC31A1	0.122319151
SLC31A2	0.098050266
SLC32A1	0.168634405
SLC34A1	0.287844067
SLC34A3	0.17333781
SLC35A2	0.422203746
SLC35A3	0.107325336
SLC35A4	0.10315532
SLC35B1	0.074124087
SLC35B3	0.110883692
SLC35B4	0.105546459
SLC35C1	0.120491584
SLC35C2	0.098583716
SLC35D2	0.122358648
SLC35D3	0.114344071
SLC35E1	0.123788961
SLC35E3	0.10248583
SLC35F1	0.108093798
SLC35F2	0.104876737
SLC35F3	0.078463044
SLC35F4	0.106919621
SLC35F5	0.099827687
SLC36A1	0.149217982
SLC36A2	0.097016167
SLC36A3	0.099777271
SLC37A1	0.135605731
SLC37A2	0.116118361
SLC37A3	0.117182301
SLC37A4	0.324830995
SLC38A1	0.148396896
SLC38A10	0.094543572
SLC38A2	0.120793997
SLC38A3	0.182365965
SLC38A4	0.164453018
SLC38A5	0.241566281
SLC38A6	0.286597073
SLC38A7	0.106689965
SLC39A1	0.231234201
SLC39A10	0.115123906
SLC39A11	0.111920878
SLC39A12	0.092052833
SLC39A13	0.123689499
SLC39A14	0.153119329
SLC39A2	0.092734052
SLC39A3	0.11701921
SLC39A4	0.127253985
SLC39A6	0.123462141
SLC39A8	0.127505539
SLC39A9	0.111360363
SLC3A1	0.43231458
SLC3A2	0.41835337
SLC40A1	0.25834175
SLC41A1	0.118095035
SLC41A2	0.109148781
SLC41A3	0.086245325
SLC43A1	0.115729013
SLC43A2	0.125475454
SLC43A3	0.097068512
SLC44A1	0.136913819
SLC44A2	0.113075581
SLC44A3	0.093555965
SLC44A5	0.09662923
SLC45A1	0.115589801
SLC45A2	0.585492365
SLC45A3	0.133033046
SLC45A4	0.093558771
SLC46A1	0.155580483
SLC46A2	0.108007958
SLC47A1	0.090187819
SLC47A2	0.086968844
SLC4A1	0.577467232
SLC4A10	0.117544053
SLC4A11	0.134300414
SLC4A1AP	0.092318311
SLC4A3	0.296453865
SLC4A4	0.321383977
SLC4A5	0.152399468
SLC4A7	0.171027611
SLC4A8	0.116991825
SLC4A9	0.16629427
SLC5A1	0.404706544
SLC5A10	0.128669185
SLC5A11	0.148124104
SLC5A12	0.086337406
SLC5A2	0.192057149
SLC5A3	0.380858957
SLC5A4	0.112402523
SLC5A7	0.21418422
SLC5A8	0.196289013
SLC6A1	0.239842845
SLC6A11	0.14310961
SLC6A12	0.131244543
SLC6A13	0.142715746
SLC6A14	0.11942942
SLC6A15	0.11240261
SLC6A16	0.064884921
SLC6A17	0.112785273
SLC6A18	0.10731955
SLC6A19	0.164521357
SLC6A2	0.25220022
SLC6A20	0.121749975
SLC6A3	0.371718889
SLC6A4	0.558721188
SLC6A5	0.122477799
SLC6A7	0.512515968
SLC6A8	0.093017379
SLC6A9	0.184307597
SLC7A1	0.304560126
SLC7A10	0.126505248
SLC7A11	0.195034136
SLC7A13	0.143710352
SLC7A14	0.123059701
SLC7A2	0.138826908
SLC7A3	0.151441949
SLC7A4	0.141307355
SLC7A5	0.25103856
SLC7A5P1	0.25103856
SLC7A6	0.101623743
SLC7A7	0.162776668
SLC7A8	0.125631932
SLC7A9	0.273258792
SLC8A1	0.221025674
SLC8A2	0.141810651
SLC8A3	0.157321579
SLC9A1	0.459732788
SLC9A10	0.052021961
SLC9A11	0.059905357
SLC9A2	0.188613024
SLC9A3	0.099106799
SLC9A3R1	0.498275019
SLC9A3R2	0.236780319
SLC9A4	0.10690101
SLC9A5	0.126129741
SLC9A6	0.112247423
SLC9A7	0.140896499
SLC9A8	0.151074084
SLCO1A2	0.083498308
SLCO1B1	0.198215186
SLCO1B3	0.155751352
SLCO1C1	0.089048922
SLCO2A1	0.176344299
SLCO2B1	0.177790744
SLCO3A1	0.146486029
SLCO4A1	0.142635021
SLCO4C1	0.083771197
SLCO5A1	0.101968961
SLCO6A1	0.721080898
SLFN12	0.069566181
SLFN13	0.06727666
SLIT1	0.133208067
SLIT2	0.218023029
SLIT3	0.130424694
SLITRK2	0.116916446
SLITRK3	0.109266299
SLITRK4	0.112273827
SLITRK5	0.122241764
SLITRK6	0.111273481
SLK	0.125514492
SLMAP	0.115096908
SLMO1	0.107851153
SLPI	0.41071889
SLTM	0.132675072
SLU7	0.124837585
SLURP1	0.541329828
SMAD1	0.230213311
SMAD2	0.843624565
SMAD3	0.776806691
SMAD4	0.796417599
SMAD5	0.239842845
SMAD6	0.259680749
SMAD7	0.363509034
SMAD9	0.18474854
SMAP2	0.106941775
SMARCA1	0.112629347
SMARCA2	0.516365677
SMARCA4	0.506281014
SMARCA5	0.360044937
SMARCAD1	0.246511834
SMARCAL1	0.120743181
SMARCB1	0.297654496
SMARCC2	0.137985165
SMARCD1	0.142298242
SMARCD2	0.11285447
SMARCD3	0.186193481
SMARCE1	0.178212948
SMC1A	0.250815172
SMC1B	0.08472839
SMC2	0.387119873
SMC3	0.098853012
SMC4	0.276379558
SMC5	0.115843699
SMC6	0.113180448
SMCHD1	0.114212315
SMCP	0.206647978
SMCR7	0.107262358
SMCR7L	0.09986769
SMEK2	0.105448314
SMG5	0.126201515
SMG6	0.148537483
SMG7	0.114038894
SMN1	0.229726026
SMN2	0.130794014
SMNDC1	0.108845996
SMO	0.411862353
SMOC1	0.130856509
SMPD1	0.414209302
SMPD2	0.292938488
SMPD3	0.183032354
SMPD4	0.101886333
SMPDL3A	0.125934244
SMPX	0.118095035
SMS	0.108796686
SMTN	0.134761209
SMU1	0.141639889
SMUG1	0.174395408
SMURF1	0.168611854
SMURF2	0.183391141
SMYD1	0.093358922
SMYD2	0.108948097
SMYD3	0.1135409
SMYD5	0.106375419
SNAI1	0.331262002
SNAI2	0.326289682
SNAI3	0.128012091
SNAP23	0.148066554
SNAP25	0.394272838
SNAP29	0.146295211
SNAP47	0.097371406
SNAP91	0.147088628
SNAPC1	0.105093196
SNAPC2	0.097238193
SNAPC3	0.10767768
SNAPC4	0.085047502
SNAPC5	0.112629347
SNAPIN	0.155444062
SNCA	0.415598265
SNCAIP	0.170525468
SNCB	0.220858067
SNCG	0.113375278
SND1	0.12655676
SNED1	0.132862458
SNF8	0.112330556
SNIP1	0.097325844
SNN	0.123788961
SNRK	0.130982475
SNRNP200	0.168464291
SNRNP25	0.090220603
SNRNP27	0.055827271
SNRNP40	0.170502808
SNRNP70	0.249744491
SNRPA	0.290049861
SNRPA1	0.135884977
SNRPB	0.174945235
SNRPB2	0.123094456
SNRPC	0.083519471
SNRPD1	0.239842845
SNRPD3	0.202974773
SNRPE	0.466104447
SNRPEL1	0.466104447
SNRPG	0.123460474
SNRPN	0.400442993
SNTA1	0.133129689
SNTB1	0.148046624
SNTB2	0.139822804
SNTG1	0.115260543
SNTG2	0.144427983
SNW1	0.155881126
SNX1	0.096176825
SNX10	0.112629347
SNX12	0.114016757
SNX13	0.131687274
SNX14	0.108299379
SNX15	0.153728985
SNX16	0.124803531
SNX17	0.116704307
SNX18	0.097969978
SNX19	0.097294441
SNX2	0.131697165
SNX20	0.107828826
SNX21	0.094019127
SNX22	0.081418422
SNX24	0.104657226
SNX25	0.074213837
SNX26	0.133420525
SNX27	0.085113456
SNX3	0.155881126
SNX31	0.061379464
SNX32	0.111639775
SNX33	0.115257052
SNX4	0.145039176
SNX5	0.207816011
SNX6	0.097298119
SNX7	0.087520238
SNX8	0.113656608
SNX9	0.179648899
SOAT1	0.501067766
SOAT2	0.209731323
SOBP	0.104241392
SOCS1	0.544291719
SOCS2	0.48184923
SOCS3	0.654958126
SOCS4	0.160334572
SOCS5	0.232276595
SOCS6	0.175050256
SOCS7	0.157268243
SOD1	0.953837418
SOD3	0.106161477
SOHLH1	0.085559884
SOHLH2	0.082030174
SOLH	0.120097103
SON	0.10113373
SORBS1	0.161559938
SORBS2	0.136686433
SORBS3	0.162788892
SORCS1	0.135656723
SORCS2	0.099648979
SORCS3	0.108257574
SORD	0.603089729
SORT1	0.285349506
SOS1	0.384147376
SOS2	0.11519373
SOST	0.405108728
SOSTDC1	0.157687872
SOX10	0.450518506
SOX11	0.153950755
SOX13	0.146525995
SOX14	0.129717038
SOX17	0.226283603
SOX18	0.146726858
SOX2	0.585720539
SOX3	0.399044019
SOX30	0.095929161
SOX4	0.259915145
SOX5	0.178212948
SOX6	0.187627262
SOX7	0.137758234
SOX9	0.835765323
SP1	0.767346406
SP140	0.062181004
SP2	0.287399888
SP3	0.191145332
SP4	0.231017253
SP5	0.116463382
SP6	0.110160204
SP7	0.30954843
SP8	0.154841204
SPA17	0.05144661
SPACA1	0.102814822
SPACA3	0.072849447
SPACA4	0.107262913
SPACA5	0.103251233
SPACA5B	0.103251233
SPAG1	0.16845263
SPAG16	0.10925688
SPAG4	0.110920103
SPAG4L	0.090598217
SPAG5	0.13487504
SPAG6	0.107237349
SPAG7	0.139817107
SPAG8	0.105408047
SPAG9	0.199651324
SPAM1	0.12225898
SPANXN2	0.066176286
SPANXN4	0.071706836
SPARC	0.76485751
SPARCL1	0.087037539
SPAST	0.197776733
SPATA1	0.100739375
SPATA13	0.111809418
SPATA17	0.088206084
SPATA18	0.079483853
SPATA19	0.079319065
SPATA2	0.106582744
SPATA20	0.155407083
SPATA22	0.081053796
SPATA2L	0.109734966
SPATA4	0.060885797
SPATA5	0.108056712
SPATA5L1	0.089585934
SPATA6	0.103518022
SPATA7	0.123557282
SPATC1	0.087026916
SPATS1	0.080596048
SPATS2	0.084945909
SPC24	0.118891337
SPC25	0.118095035
SPCS1	0.116400766
SPCS2	0.117537957
SPCS3	0.10812557
SPDEF	0.162873615
SPDYA	0.083882139
SPEF1	0.104000573
SPEF2	0.111869485
SPEG	0.127982286
SPEN	0.159723361
SPERT	0.103935346
SPESP1	0.073379957
SPG11	0.112804617
SPG20	0.107625628
SPG21	0.236645626
SPHK1	0.23621793
SPHK2	0.152797319
SPHKAP	0.087651903
SPI1	0.668209214
SPIB	0.186040495
SPIC	0.107599694
SPIN1	0.109556131
SPIN2A	0.120856926
SPIN2B	0.118783005
SPIN3	0.134250732
SPINK1	0.179443354
SPINK5	0.292856354
SPINK7	0.099301942
SPINK9	0.09395048
SPINLW1	0.090062293
SPINT1	0.168719141
SPINT2	0.335187845
SPINT4	0.070079139
SPIRE1	0.094445453
SPIRE2	0.104684315
SPN	0.494540906
SPNS1	0.300239338
SPNS2	0.110065405
SPNS3	0.087499505
SPO11	0.16446869
SPOCK1	0.206270361
SPOCK2	0.151799395
SPOCK3	0.118852038
SPON1	0.235139978
SPOP	0.186193481
SPOPL	0.116210364
SPP1	0.855799771
SPR	0.22813141
SPRED1	0.092060265
SPRED2	0.129717038
SPRED3	0.081367168
SPRR1A	0.136456413
SPRR1B	0.127741806
SPRR2B	0.058730248
SPRR3	0.066001538
SPRR4	0.052630948
SPRY1	0.174703629
SPRY3	0.114804903
SPRY4	0.141901359
SPRYD3	0.086829359
SPRYD4	0.072124161
SPRYD5	0.075846217
SPSB1	0.147753155
SPSB3	0.12253479
SPSB4	0.140448486
SPTA1	0.086866629
SPTAN1	0.391122972
SPTB	0.330196276
SPTBN1	0.371406052
SPTBN2	0.205110845
SPTBN4	0.151977057
SPTBN5	0.120910611
SPTLC1	0.225083456
SPTLC2	0.199603363
SPTLC3	0.127805971
SPZ1	0.072198668
SQLE	0.328533565
SQRDL	0.253464068
SQSTM1	0.236972935
SRA1	0.088183076
SRC	0.995243804
SRCAP	0.077114516
SRCRB4D	0.163327295
SRD5A2	0.318533063
SRD5A3	0.103168042
SREBF1	0.800169031
SREBF2	0.473897803
SRF	0.404187462
SRFBP1	0.137431608
SRGAP1	0.135884977
SRGAP2	0.155821193
SRGAP3	0.142064809
SRGN	0.215867016
SRI	0.157909239
SRL	0.210429366
SRM	0.29083881
SRMS	0.238101232
SRP14	0.1329222
SRP19	0.157496933
SRP54	0.291995484
SRP68	0.121150321
SRP72	0.137496188
SRP9	0.164362073
SRP9L1	0.108300815
SRPK1	0.110154568
SRPK2	0.12361752
SRPK3	0.111727482
SRPR	0.159819604
SRPRB	0.10090643
SRPX	0.135724913
SRPX2	0.138490911
SRR	0.219608683
SRRD	0.094195074
SRRM1	0.113019754
SRRM2	0.234647021
SS18	0.121413044
SS18L1	0.103874122
SS18L2	0.102251786
SSB	0.392849983
SSBP1	0.161117187
SSBP2	0.123788961
SSBP3	0.083952582
SSBP4	0.10821144
SSFA2	0.100027068
SSH1	0.11460915
SSH2	0.09592049
SSH3	0.09727061
SSNA1	0.138906939
SSPN	0.222809802
SSR1	0.186758653
SSR2	0.172507191
SSR3	0.129717038
SSR4	0.446417724
SSRP1	0.192948488
SSSCA1	0.177233432
SST	0.706492991
SSTR1	0.201861875
SSTR2	0.271310962
SSTR3	0.198269329
SSTR4	0.105157338
SSU72	0.118095035
SSX2IP	0.126731135
SSX3	0.080880244
SSX4	0.028134274
SSX4B	0.028134274
SSX5	0.076809737
ST13	0.296323375
ST14	0.336445131
ST18	0.112855271
ST3GAL1	0.144447072
ST3GAL2	0.139881536
ST3GAL3	0.10596485
ST3GAL4	0.14497404
ST3GAL5	0.152841313
ST3GAL6	0.148962011
ST5	0.145207088
ST6GAL1	0.162915138
ST6GAL2	0.112258862
ST6GALNAC1	0.105035574
ST6GALNAC2	0.127528457
ST6GALNAC3	0.103882612
ST6GALNAC4	0.113957672
ST6GALNAC5	0.112558126
ST6GALNAC6	0.093147526
ST7	0.114675318
ST8SIA1	0.147145889
ST8SIA2	0.268104696
ST8SIA3	0.10656149
ST8SIA4	0.110319484
ST8SIA5	0.101402775
ST8SIA6	0.115138931
STAB1	0.143132335
STAC	0.093129389
STAC2	0.104063102
STAC3	0.10482931
STAG1	0.140930867
STAG3	0.11642981
STAG3L3	0.1302172
STAM	0.164854973
STAM2	0.234144657
STAMBP	0.129099506
STAMBPL1	0.098610775
STAP1	0.097604503
STAR	0.430383124
STARD13	0.129686405
STARD3	0.151830474
STARD3NL	0.142298242
STARD4	0.12152882
STARD5	0.11176321
STARD6	0.063552303
STARD7	0.118743815
STARD8	0.123743719
STARD9	0.081891205
STAT1	0.962195171
STAT2	0.356619601
